rating_score,critic_likes,critic_comments,user_trialist,user_subscriber,user_eligible_for_trial,user_has_payment_method,movie_release_year,movie_title_language,movie_popularity,total_number_of_lists,total_list_comments,total_list_followers,total_list_movie_number
5.0,1,0,0,0,1,0,1938.0,en,42,1,0,7,202
4.0,0,0,1,1,0,0,1938.0,en,42,42,23,531,3293
3.0,0,0,0,0,1,0,1938.0,en,42,7,2,36,111
3.0,0,0,0,0,1,1,1938.0,en,42,115,10,75,9213
5.0,0,0,0,1,0,1,1938.0,en,42,1,14,50,534
5.0,0,0,1,1,0,0,1938.0,en,42,9,0,0,390
3.0,0,0,0,1,0,1,1938.0,en,42,46,0,4,523
4.0,0,0,0,1,0,1,1938.0,en,42,8,21,293,3365
3.0,0,0,0,0,1,0,1938.0,en,42,28,84,3337,9074
4.0,0,0,1,1,0,1,1938.0,en,42,27,11,92,2808
4.0,0,0,0,0,1,0,1938.0,en,42,2,1,94,356
5.0,0,0,0,1,0,1,1938.0,en,42,6,0,4,205
3.0,0,0,1,1,0,0,1938.0,en,42,8,6,96,705
3.0,0,0,0,0,1,0,1938.0,en,42,1,0,0,1
3.0,0,0,0,1,0,1,1938.0,en,42,2,0,4,556
3.0,0,0,1,1,0,1,1938.0,en,42,2,2,41,204
4.0,0,0,1,1,0,0,1938.0,en,42,5,7,56,245
4.0,0,0,0,0,1,0,1938.0,en,42,6,1,18,254
4.0,2,0,1,1,0,0,1938.0,en,42,3,4,67,113
4.0,0,0,0,1,0,1,1938.0,en,42,8,0,12,479
4.0,0,0,0,0,1,0,1938.0,en,42,4,0,24,4728
4.0,0,0,0,0,1,0,1938.0,en,42,23,3,131,6819
4.0,0,0,0,0,1,0,1938.0,en,42,4,0,7,262
5.0,1,0,0,0,1,0,1938.0,en,42,13,9,62,1012
3.0,0,0,0,0,1,0,1938.0,en,42,33,97,245,952
5.0,1,0,0,0,1,1,1938.0,en,42,14,6,135,3718
3.0,0,0,0,0,1,0,1938.0,en,42,3,1,6,736
4.0,0,0,0,0,1,0,1938.0,en,42,3,0,0,375
4.0,2,0,1,1,0,0,1938.0,en,42,4,3,13,177
4.0,0,0,1,1,0,0,1938.0,en,42,23,35,463,2839
4.0,0,0,0,0,1,1,1938.0,en,42,3,0,34,826
4.0,0,0,0,0,1,0,1938.0,en,42,3,10,184,120
4.0,0,0,0,0,1,1,1938.0,en,42,14,2,6,611
3.0,0,0,0,0,1,0,1938.0,en,42,20,6,7,143
4.0,0,0,0,0,0,1,1938.0,en,42,23,6,47,553
4.0,0,0,0,0,1,0,1938.0,en,42,6,1,21,114
5.0,0,0,0,0,1,1,1938.0,en,42,11,7,61,754
4.0,0,0,0,0,1,0,1938.0,en,42,2,0,0,394
4.0,0,0,0,0,1,1,1938.0,en,42,11,4,124,936
4.0,0,0,0,0,1,1,1938.0,en,42,4,4,61,339
5.0,0,0,0,0,1,0,1938.0,en,42,2,1,6,61
4.0,0,0,0,0,1,1,1938.0,en,42,3,9,302,291
4.0,1,0,0,0,1,0,1938.0,en,42,41,56,116,1623
5.0,0,0,0,0,1,1,1938.0,en,42,19,38,294,960
4.0,0,0,0,0,1,0,1938.0,en,42,18,3,21,1021
3.0,0,0,0,0,1,1,1938.0,en,42,7,16,126,1298
4.0,0,0,0,0,1,0,1938.0,en,42,2,1,4,96
5.0,0,0,0,0,0,0,1938.0,en,42,8,6,23,143
4.0,0,0,0,0,1,1,1938.0,en,42,10,0,2,2122
3.0,0,0,0,0,1,1,1938.0,en,42,1,0,4,21
4.0,0,0,0,0,1,0,1938.0,en,42,15,2,155,611
5.0,0,0,0,0,1,0,1938.0,en,42,1,1,10,121
4.0,0,0,0,0,1,1,1938.0,en,42,7,5,103,473
4.0,0,0,0,0,1,0,1938.0,en,42,3,0,1,30
3.0,0,0,0,0,1,0,1938.0,en,42,2,6,38,160
3.0,0,0,0,0,1,0,1938.0,en,42,24,110,174,875
5.0,0,0,0,0,1,0,1938.0,en,42,4,0,2,520
5.0,0,0,0,0,1,0,1938.0,en,42,2,0,15,284
3.0,0,0,0,0,1,0,1938.0,en,42,3,4,114,298
3.0,0,0,0,0,1,1,1938.0,en,42,115,165,514,1748
5.0,0,0,0,0,1,0,1938.0,en,42,23,1,4,572
4.0,0,0,0,0,1,0,1938.0,en,42,4,1,67,373
5.0,0,0,0,0,1,0,1938.0,en,42,2,0,0,24
4.0,0,0,0,0,1,1,1938.0,en,42,1,0,1,56
4.0,0,0,0,0,1,1,1938.0,en,42,3,15,54,137
4.0,0,0,0,0,1,0,1938.0,en,42,1,3,6,10
4.0,0,0,0,0,1,0,1938.0,en,42,4,7,54,85
5.0,0,0,0,0,1,0,1938.0,en,42,4,11,35,154
5.0,0,0,0,0,1,0,1938.0,en,42,4,8,20,38
4.0,0,0,0,0,1,1,1938.0,en,42,10,59,980,508
3.0,0,0,0,0,1,1,1938.0,en,42,6,67,398,364
5.0,0,0,0,0,1,1,1938.0,en,42,48,14,15,542
3.0,0,0,0,0,1,0,1938.0,en,42,1,0,3,240
4.0,0,0,0,0,1,0,1938.0,en,42,2,6,53,174
5.0,0,0,0,0,1,1,1938.0,en,42,8,62,1208,1399
3.0,0,0,0,0,1,1,1938.0,en,42,10,13,138,1150
3.0,0,0,0,0,1,0,1938.0,en,42,7,69,733,362
3.0,0,0,0,0,1,0,1938.0,en,42,11,1,9,100
5.0,0,0,0,0,1,1,1938.0,en,42,94,8,26,1083
4.0,0,0,1,1,0,1,1938.0,en,42,13,25,422,1176
4.0,0,0,0,0,1,0,1938.0,en,42,2,23,52,390
5.0,0,0,0,0,1,1,1938.0,en,42,9,20,279,684
5.0,0,0,0,0,1,1,1938.0,en,42,3,6,131,101
3.0,0,0,0,0,1,0,1938.0,en,42,5,19,114,100
5.0,0,0,0,0,1,0,1938.0,en,42,9,0,5,553
4.0,0,0,1,1,0,0,1938.0,en,42,15,1,126,572
4.0,0,0,0,0,1,0,1938.0,en,42,330,3438,46415,34805
4.0,0,0,0,0,1,0,1938.0,en,42,1,0,0,8
5.0,0,0,0,0,1,0,1941.0,en,65,91,0,1,2517
3.0,0,0,0,1,0,1,1941.0,en,65,15,0,2,3208
4.0,0,0,0,1,0,1,1941.0,en,65,1,0,0,159
4.0,0,0,0,1,0,1,1941.0,en,65,2,1,1,10
5.0,1,0,0,0,1,0,1941.0,en,65,69,0,7,749
4.0,0,0,0,1,0,1,1941.0,en,65,5,0,2,214
3.0,0,0,0,0,1,0,1941.0,en,65,1,0,1,33
5.0,0,0,0,0,1,0,1941.0,en,65,10,0,2,822
5.0,0,0,0,0,1,1,1941.0,en,65,17,1,38,2958
5.0,0,0,0,0,1,0,1941.0,en,65,21,5,126,1816
5.0,3,0,0,0,1,0,1941.0,en,65,1,0,7,202
4.0,0,0,1,1,0,0,1941.0,en,65,42,23,531,3293
2.0,0,0,0,0,1,0,1941.0,en,65,1,0,0,19
5.0,0,0,0,0,1,0,1941.0,en,65,9,9,54,719
4.0,0,0,0,0,1,0,1941.0,en,65,7,2,36,111
3.0,0,0,1,1,0,0,1941.0,en,65,2,0,0,306
4.0,0,0,0,1,0,1,1941.0,en,65,1,14,50,534
3.0,0,0,0,0,1,1,1941.0,en,65,115,10,75,9213
5.0,0,0,0,0,1,1,1941.0,en,65,4,4,61,339
4.0,0,0,0,1,0,1,1941.0,en,65,9,0,2,196
3.0,0,0,0,1,0,1,1941.0,en,65,8,21,293,3365
3.0,0,0,0,0,1,0,1941.0,en,65,2,1,0,25
5.0,0,0,0,0,1,0,1941.0,en,65,8,0,21,360
4.0,0,0,0,0,1,0,1941.0,en,65,2,1,94,356
5.0,0,0,0,0,1,0,1941.0,en,65,1,0,0,1
3.0,0,0,0,0,1,1,1941.0,en,65,7,16,126,1298
4.0,0,0,0,1,0,1,1941.0,en,65,2,0,0,67
4.0,1,0,1,1,0,0,1941.0,en,65,5,7,56,245
5.0,2,0,1,1,0,1,1941.0,en,65,27,11,92,2808
4.0,0,0,0,0,1,0,1941.0,en,65,28,84,3337,9074
4.0,0,0,0,0,1,0,1941.0,en,65,1,0,0,50
5.0,5,0,0,0,1,1,1941.0,en,65,33,6,7,1345
4.0,0,0,0,0,1,0,1941.0,en,65,6,1,18,254
5.0,0,0,0,0,1,1,1941.0,en,65,9,0,6,455
4.0,0,0,0,1,0,1,1941.0,en,65,21,5,149,2011
5.0,0,0,0,0,1,0,1941.0,en,65,4,0,24,4728
5.0,0,0,0,0,1,0,1941.0,en,65,64,4,56,9893
3.0,0,0,0,0,1,0,1941.0,en,65,1,0,1,17
4.0,1,0,0,0,1,1,1941.0,en,65,17,11,103,836
3.0,0,0,0,1,0,1,1941.0,en,65,2,0,4,556
3.0,0,0,0,0,1,0,1941.0,en,65,4,5,82,178
5.0,0,0,0,0,1,0,1941.0,en,65,23,3,131,6819
5.0,0,0,0,0,1,1,1941.0,en,65,14,6,135,3718
3.0,0,0,1,1,0,0,1941.0,en,65,1,0,2,56
3.0,0,0,0,1,0,1,1941.0,en,65,2,3,64,78
4.0,1,0,0,0,1,0,1941.0,en,65,13,9,62,1012
3.0,0,0,0,0,1,0,1941.0,en,65,33,97,245,952
4.0,0,0,0,0,1,0,1941.0,en,65,21,1,81,910
5.0,0,0,0,0,1,0,1941.0,en,65,7,4,107,89
5.0,0,0,0,0,1,1,1941.0,en,65,11,4,124,936
3.0,2,0,0,0,0,0,1941.0,en,65,35,200,1133,3876
4.0,0,0,1,1,0,0,1941.0,en,65,4,3,13,177
5.0,0,0,1,1,0,0,1941.0,en,65,23,35,463,2839
5.0,0,0,0,0,1,1,1941.0,en,65,2,0,6,1044
5.0,0,0,0,1,0,1,1941.0,en,65,1,0,1,20
4.0,0,0,0,0,1,0,1941.0,en,65,3,10,184,120
5.0,0,0,0,0,1,1,1941.0,en,65,14,2,6,611
4.0,0,0,0,0,1,0,1941.0,en,65,20,6,7,143
4.0,0,0,0,0,0,1,1941.0,en,65,23,6,47,553
4.0,0,0,0,0,1,0,1941.0,en,65,6,1,21,114
4.0,0,0,0,0,1,0,1941.0,en,65,20,120,1651,4808
4.0,0,0,0,0,1,0,1941.0,en,65,2,0,5,48
5.0,3,0,0,0,1,0,1941.0,en,65,41,56,116,1623
5.0,0,0,0,0,1,0,1941.0,en,65,6,5,47,606
4.0,0,0,0,0,1,1,1941.0,en,65,8,62,1208,1399
4.0,0,0,0,0,1,0,1941.0,en,65,1,2,4,138
3.0,0,0,0,0,1,0,1941.0,en,65,3,6,24,123
5.0,0,0,0,0,1,1,1941.0,en,65,3,9,302,291
4.0,0,0,0,0,1,1,1941.0,en,65,19,38,294,960
5.0,0,0,0,0,1,0,1941.0,en,65,18,3,21,1021
4.0,0,0,0,0,0,0,1941.0,en,65,8,6,23,143
5.0,0,0,0,0,1,0,1941.0,en,65,15,2,155,611
4.0,0,0,0,0,1,1,1941.0,en,65,9,4,4,749
5.0,0,0,0,0,1,0,1941.0,en,65,1,1,10,121
3.0,0,0,0,0,1,0,1941.0,en,65,2,0,22,24
4.0,0,0,1,1,0,0,1941.0,en,65,8,6,96,705
4.0,0,0,0,0,1,1,1941.0,en,65,7,5,103,473
5.0,0,0,0,0,1,0,1941.0,en,65,4,0,2,520
4.0,0,0,0,0,1,0,1941.0,en,65,2,6,38,160
2.0,0,0,0,0,1,0,1941.0,en,65,1,7,70,89
4.0,0,0,0,1,0,1,1941.0,en,65,3,0,1,59
5.0,0,0,0,0,1,0,1941.0,en,65,2,0,15,284
4.0,0,0,0,0,1,0,1941.0,en,65,3,4,114,298
5.0,4,0,0,0,1,0,1941.0,en,65,10,6,26,332
4.0,0,0,0,0,1,1,1941.0,en,65,115,165,514,1748
5.0,0,0,0,1,0,1,1941.0,en,65,23,9,17,364
4.0,0,0,0,0,1,0,1941.0,en,65,24,110,174,875
4.0,0,0,0,0,1,0,1941.0,en,65,4,1,67,373
5.0,0,0,0,0,1,1,1941.0,en,65,3,15,54,137
5.0,0,0,0,0,1,1,1941.0,en,65,1,0,1,56
4.0,0,0,0,0,1,1,1941.0,en,65,9,57,491,810
4.0,0,0,0,0,1,0,1941.0,en,65,5,72,491,472
4.0,0,0,0,0,1,1,1941.0,en,65,17,4,68,497
5.0,0,0,0,0,1,0,1941.0,en,65,1,3,6,10
5.0,0,0,0,0,1,0,1941.0,en,65,12,22,483,591
4.0,0,0,0,0,1,0,1941.0,en,65,8,5,9,463
4.0,0,0,0,0,1,0,1941.0,en,65,5,4,205,185
5.0,0,0,0,0,1,0,1941.0,en,65,4,8,20,38
5.0,0,0,1,1,0,0,1941.0,en,65,50,334,6130,4313
5.0,0,0,0,0,1,1,1941.0,en,65,10,59,980,508
5.0,1,0,0,0,1,0,1941.0,en,65,3,4,26,102
4.0,0,0,0,0,1,0,1941.0,en,65,3,5,17,130
5.0,0,0,0,0,1,1,1941.0,en,65,48,14,15,542
2.0,0,0,0,0,1,0,1941.0,en,65,1,0,3,240
4.0,0,0,0,0,1,0,1941.0,en,65,14,109,410,990
3.0,0,0,0,0,1,0,1941.0,en,65,2,6,53,174
5.0,3,0,0,0,1,0,1941.0,en,65,7,69,733,362
4.0,0,0,1,1,0,1,1941.0,en,65,13,25,422,1176
5.0,0,0,0,0,1,1,1941.0,en,65,9,20,279,684
4.0,0,0,0,0,1,1,1941.0,en,65,10,14,116,265
2.0,0,0,0,0,1,0,1941.0,en,65,5,19,114,100
4.0,0,0,0,0,1,0,1941.0,en,65,2,23,52,390
4.0,0,0,0,0,1,0,1941.0,en,65,9,0,5,553
4.0,0,0,0,0,1,0,1941.0,en,65,1,3,5,25
5.0,1,0,0,0,1,0,1941.0,en,65,330,3438,46415,34805
4.0,0,0,1,1,0,0,1999.0,en,16,2,0,0,404
4.0,0,0,0,0,1,0,1999.0,en,16,2,2,1,580
4.0,0,0,0,1,0,1,1999.0,en,16,2,0,0,27
3.0,0,0,0,0,1,1,1999.0,en,16,3,0,1,37
1.0,0,0,0,0,1,0,1999.0,en,16,6,1,21,114
5.0,0,0,0,1,0,1,1999.0,en,16,15,0,2,381
2.0,0,0,0,0,1,1,1999.0,en,16,7,16,229,777
2.0,0,0,1,1,0,0,1999.0,en,16,2,0,0,306
2.0,0,0,1,1,0,0,1999.0,en,16,9,9,495,1978
3.0,0,0,0,0,1,1,1999.0,en,16,2,0,0,381
3.0,0,0,0,0,1,0,1999.0,en,16,1,0,0,10
4.0,0,0,0,0,1,0,1999.0,en,16,9,9,21,1207
2.0,0,0,0,0,1,1,1999.0,en,16,1,0,0,6
3.0,0,0,0,0,1,1,1999.0,en,16,9,3,56,503
3.0,0,0,0,0,0,1,1999.0,en,16,7,0,4,279
2.0,0,0,0,0,1,1,1999.0,en,16,4,0,0,122
3.0,0,0,0,1,0,1,1999.0,en,16,2,0,4,556
4.0,0,0,0,0,1,1,1999.0,en,16,19,38,294,960
2.0,0,0,0,0,1,0,1999.0,en,16,2,3,142,179
3.0,0,0,0,0,1,1,1999.0,en,16,14,0,0,643
2.0,0,0,1,1,0,1,1999.0,en,16,2,2,41,204
2.0,0,0,0,0,1,0,1999.0,en,16,13,6,22,334
1.0,0,0,0,1,0,1,1999.0,en,16,1,0,0,29
3.0,0,0,0,1,0,0,1999.0,en,16,22,19,736,12962
3.0,0,0,0,1,0,1,1999.0,en,16,1,0,3,29
2.0,0,0,1,1,0,1,1999.0,en,16,6,0,64,336
3.0,0,0,0,0,1,0,1999.0,en,16,8,0,14,1304
3.0,0,0,0,0,1,0,1999.0,en,16,5,0,15,647
3.0,0,0,0,0,1,0,1999.0,en,16,1,1,4,21
4.0,0,0,0,0,1,1,1999.0,en,16,11,13,358,2077
4.0,0,0,0,0,1,1,1999.0,en,16,2,0,0,33
2.0,0,0,0,0,1,0,1999.0,en,16,7,4,8,40
2.0,0,0,0,0,1,1,1999.0,en,16,17,4,68,497
4.0,0,0,0,0,0,1,1999.0,en,16,2,3,22,15
3.0,0,0,0,0,1,0,1999.0,en,16,1,0,0,97
1.0,0,0,0,0,1,0,1999.0,en,16,1,0,0,2
5.0,0,0,1,1,0,0,1999.0,en,16,10,28,1127,2117
5.0,0,0,0,0,1,0,1999.0,en,16,1,0,0,19
3.0,0,0,0,0,1,0,1999.0,en,16,2,6,38,160
3.0,0,0,0,0,0,1,1999.0,en,16,6,0,3,353
4.0,0,0,0,0,1,0,1999.0,en,16,5,0,0,503
2.0,0,0,0,0,1,0,1999.0,en,16,49,54,808,13862
2.0,0,0,0,1,0,1,1999.0,en,16,1,0,2,16
4.0,0,0,0,0,1,1,1999.0,en,16,33,247,2545,2292
4.0,0,0,0,0,1,1,1999.0,en,16,1,1,10,28
4.0,0,0,0,0,1,1,1999.0,en,16,4,4,61,339
2.0,0,0,0,0,1,0,1999.0,en,16,9,0,10,227
3.0,0,0,1,1,0,1,1999.0,en,16,1,0,1,775
3.0,7,0,0,0,1,1,1999.0,en,16,1,0,63,66
3.0,0,0,0,0,1,1,1999.0,en,16,1,4,15,12
4.0,0,0,0,1,0,1,1999.0,en,16,2,0,5,53
1.0,0,0,0,1,0,1,1999.0,en,16,2,3,64,78
3.0,0,0,0,0,1,0,1999.0,en,16,1,4,3,97
3.0,0,0,0,0,1,0,1999.0,en,16,9,6,33,152
5.0,0,0,0,0,1,0,1999.0,en,16,1,0,0,9
3.0,0,0,0,0,1,0,1999.0,en,16,2,0,0,90
3.0,0,0,0,0,1,1,1999.0,en,16,3,9,206,373
4.0,0,0,0,0,1,0,1999.0,en,16,6,1,4,270
2.0,0,0,0,0,1,0,1999.0,en,16,28,20,162,1784
3.0,0,0,0,0,1,0,1999.0,en,16,3,1,13,84
4.0,0,0,0,0,1,0,1999.0,en,16,9,1,9,520
3.0,0,0,0,0,1,0,1999.0,en,16,35,3,48,1367
3.0,0,0,0,0,1,0,1999.0,en,16,1,1,4,15
4.0,0,0,0,0,1,1,1999.0,en,16,11,4,10,245
4.0,0,0,0,0,1,0,1999.0,en,16,8,0,0,80
2.0,0,0,0,0,1,0,1999.0,en,16,6,32,187,493
5.0,0,0,0,1,0,1,1999.0,en,16,29,81,1021,3086
5.0,0,0,0,0,1,0,1999.0,en,16,13,30,1145,2890
3.0,0,0,0,1,0,1,1999.0,en,16,17,22,67,353
2.0,0,0,0,1,0,1,1999.0,en,16,1,0,2,15
2.0,0,0,0,0,1,0,1999.0,en,16,5,0,1,27
1.0,0,0,0,0,1,0,1999.0,en,16,2,11,31,100
4.0,0,0,0,0,1,1,1999.0,en,16,13,94,1047,3624
3.0,0,0,0,0,0,1,1999.0,en,16,3,161,4144,1586
3.0,0,0,0,0,1,0,1999.0,en,16,3,8,2,40
3.0,0,0,0,1,0,1,1999.0,en,16,18,19,60,332
4.0,0,0,0,0,1,0,1999.0,en,16,1,0,1,8
2.0,0,0,0,0,1,1,1999.0,en,16,40,3,7,423
4.0,0,0,1,1,0,0,1999.0,en,16,50,334,6130,4313
4.0,0,0,0,0,1,0,1999.0,en,16,11,4,10,133
2.0,0,0,0,0,1,0,1999.0,en,16,330,3438,46415,34805
2.0,0,0,1,1,0,1,1999.0,en,16,18,220,2535,8726
3.0,0,0,0,0,1,1,1999.0,en,16,51,7,15,655
4.0,0,0,0,0,1,0,1999.0,en,16,9,0,2,111
4.0,0,0,0,0,1,0,1999.0,en,16,4,7,54,85
3.0,0,0,0,1,0,1,2005.0,en,3,2,0,1,84
4.0,0,0,1,1,0,0,2005.0,en,3,69,30,1603,17689
3.0,0,0,0,0,1,0,2005.0,en,3,3,4,2,54
3.0,0,0,0,0,1,0,2005.0,en,3,21,221,2820,1300
5.0,0,0,0,1,0,0,2005.0,en,3,1,1,0,3
4.0,0,0,0,1,0,1,1990.0,en,1530,7,0,0,225
5.0,0,0,0,0,1,0,1990.0,en,1530,3,0,0,21
5.0,0,0,0,1,0,1,1990.0,en,1530,4,0,0,93
4.0,0,0,0,1,0,0,1990.0,en,1530,3,0,0,52
4.0,0,0,0,0,1,0,1990.0,en,1530,6,100,8,145
5.0,0,0,1,1,0,0,1990.0,en,1530,1,0,0,6
4.0,0,0,0,0,1,1,1990.0,en,1530,1,0,0,14
5.0,0,0,0,1,0,1,1990.0,en,1530,3,0,0,47
5.0,0,0,0,1,0,1,1990.0,en,1530,2,0,0,39
5.0,0,0,1,1,0,0,1990.0,en,1530,1,0,0,81
3.0,0,0,0,0,1,0,1990.0,en,1530,3,3,4,33
1.0,0,0,0,0,1,0,1990.0,en,1530,5,0,0,1795
4.0,0,0,0,0,1,0,1990.0,en,1530,1,0,0,17
5.0,0,0,1,1,0,0,1990.0,en,1530,1,0,0,4
4.0,0,0,0,1,0,1,1990.0,en,1530,5,0,0,2143
5.0,0,0,1,1,0,0,1990.0,en,1530,1,0,0,31
5.0,0,0,0,0,1,0,1990.0,en,1530,2,3,4,560
5.0,0,0,0,0,1,0,1990.0,en,1530,1,0,0,6
4.0,0,0,0,1,0,1,1990.0,en,1530,4,0,0,55
5.0,0,0,0,0,1,0,1990.0,en,1530,4,0,2,1494
5.0,0,0,0,1,0,1,1990.0,en,1530,2,0,0,18
3.0,0,0,0,0,0,1,1990.0,en,1530,3,0,0,131
4.0,0,0,0,1,0,1,1990.0,en,1530,3,0,1,294
2.0,0,0,1,1,0,0,1990.0,en,1530,22,1,21,1361
5.0,0,0,1,1,0,0,1990.0,en,1530,1,0,0,142
4.0,0,0,0,0,0,1,1990.0,en,1530,2,0,0,566
5.0,0,0,0,0,1,0,1990.0,en,1530,1,0,0,17
5.0,0,0,0,1,0,1,1990.0,en,1530,1,0,0,66
4.0,0,0,0,1,0,1,1990.0,en,1530,5,0,0,214
4.0,1,0,0,0,1,0,1990.0,en,1530,1,0,0,6
5.0,0,0,0,0,1,0,1990.0,en,1530,2,0,0,42
5.0,0,0,0,1,0,1,1990.0,en,1530,1,0,0,66
5.0,0,0,0,1,0,0,1990.0,en,1530,1,0,0,4
3.0,0,0,0,0,1,0,1990.0,en,1530,17,0,0,292
5.0,0,0,0,0,1,0,1990.0,en,1530,7,1,47,1001
5.0,0,0,0,1,0,1,1990.0,en,1530,2,0,0,27
4.0,0,0,0,0,1,1,1990.0,en,1530,7,0,3,449
5.0,0,0,0,0,1,0,1990.0,en,1530,17,0,3,316
5.0,0,0,0,0,1,0,1990.0,en,1530,1,0,0,27
5.0,0,0,0,0,1,0,1990.0,en,1530,3,0,0,33
5.0,0,0,1,1,0,0,1990.0,en,1530,13,0,1,53
5.0,0,0,0,1,0,1,1990.0,en,1530,1,0,0,32
5.0,0,0,0,0,1,0,1990.0,en,1530,4,0,1,45
4.0,0,0,0,1,0,1,1990.0,en,1530,2,0,6,173
5.0,0,0,1,1,0,0,1990.0,en,1530,1,0,0,5
5.0,0,0,0,1,0,1,1990.0,en,1530,2,0,0,4
5.0,0,0,1,1,0,0,1990.0,en,1530,3,0,1,91
5.0,1,0,1,1,0,1,1990.0,en,1530,5,6,1,221
5.0,0,0,0,0,1,0,1990.0,en,1530,18,0,32,4040
5.0,0,0,0,0,0,1,1990.0,en,1530,1,0,0,34
3.0,0,0,0,1,0,1,1990.0,en,1530,1,0,2,15
5.0,0,0,0,0,1,0,1990.0,en,1530,2,0,2,63
5.0,0,0,0,0,1,0,1990.0,en,1530,1,0,0,100
4.0,0,0,0,1,0,1,1990.0,en,1530,1,0,3,368
5.0,0,0,0,1,0,1,1990.0,en,1530,4,2,36,306
5.0,0,0,0,0,0,0,1990.0,en,1530,1,0,0,7
5.0,0,0,0,1,0,1,1990.0,en,1530,14,0,0,796
4.0,0,0,0,1,0,1,1990.0,en,1530,1,0,0,308
4.0,0,0,1,1,0,1,1990.0,en,1530,3,0,0,136
5.0,1,0,0,1,0,1,1990.0,en,1530,2,0,9,242
5.0,1,0,0,1,0,1,1990.0,en,1530,4,0,0,48
5.0,0,0,0,1,0,1,1990.0,en,1530,1,0,0,1
5.0,0,0,0,0,1,0,1990.0,en,1530,1,0,0,155
4.0,1,0,0,0,1,0,1990.0,en,1530,21,1,81,910
4.0,0,0,0,0,1,0,1990.0,en,1530,1,0,1,33
5.0,0,0,0,1,0,1,1990.0,en,1530,12,0,1,1547
5.0,5,0,0,1,0,1,1990.0,en,1530,85,66,135,2258
5.0,0,0,0,1,0,1,1990.0,en,1530,36,0,3,689
4.0,0,0,0,0,1,0,1990.0,en,1530,9,2,13,224
5.0,1,0,0,0,1,1,1990.0,en,1530,42,4,46,5122
3.0,0,0,0,0,1,0,1990.0,en,1530,1,0,0,6
5.0,0,0,1,1,0,0,1990.0,en,1530,1,0,1,31
3.0,0,0,0,1,0,1,1990.0,en,1530,3,0,0,18
5.0,0,0,0,1,0,1,1990.0,en,1530,1,0,1,20
5.0,0,0,0,0,1,0,1990.0,en,1530,2,0,1,346
3.0,0,0,1,1,0,0,1990.0,en,1530,1,0,0,44
5.0,0,0,0,1,0,1,1990.0,en,1530,12,1,3,762
5.0,0,0,0,0,1,0,1990.0,en,1530,3,0,0,3561
5.0,0,0,0,0,1,1,1990.0,en,1530,2,0,3,57
5.0,0,0,0,1,0,1,1990.0,en,1530,1,0,0,29
1.0,0,0,0,0,1,0,1990.0,en,1530,1,0,0,74
4.0,0,0,1,1,0,0,1990.0,en,1530,1,0,0,3
4.0,0,0,1,1,0,0,1990.0,en,1530,14,4,18,688
5.0,0,4,0,1,0,1,1990.0,en,1530,10,2,80,3206
5.0,0,0,0,0,0,1,1990.0,en,1530,3,0,0,384
5.0,0,0,0,0,1,0,1990.0,en,1530,1,0,0,313
5.0,0,0,0,0,1,1,1990.0,en,1530,1,0,2,13
5.0,0,0,0,0,1,0,1990.0,en,1530,2,0,0,10
5.0,1,0,0,0,1,0,1990.0,en,1530,1,1,1,37
5.0,0,0,0,1,0,1,1990.0,en,1530,2,0,2,60
5.0,0,0,0,0,1,0,1990.0,en,1530,1,0,0,1
5.0,0,0,0,1,0,1,1990.0,en,1530,5,4,34,269
5.0,1,0,0,0,1,0,1990.0,en,1530,11,0,0,61
4.0,0,0,0,1,0,1,1990.0,en,1530,1,0,0,1
5.0,0,0,0,0,1,0,1990.0,en,1530,2,0,15,284
5.0,0,0,0,1,0,1,1990.0,en,1530,2,0,9,158
5.0,0,0,0,0,1,0,1990.0,en,1530,3,0,1,130
5.0,0,0,1,1,0,1,1990.0,en,1530,5,2,7,259
4.0,0,0,0,0,1,0,1990.0,en,1530,13,2,2,595
4.0,0,0,1,1,0,1,1990.0,en,1530,1,0,1,8
4.0,0,0,0,0,0,1,1990.0,en,1530,3,0,1,35
5.0,0,0,1,1,0,0,1990.0,en,1530,3,0,4,117
3.0,0,0,0,0,0,1,1990.0,en,1530,3,0,11,25
3.0,0,0,0,0,1,0,1990.0,en,1530,4,0,1,288
5.0,0,0,0,0,1,0,1990.0,en,1530,1,0,0,36
5.0,0,0,0,0,1,0,1990.0,en,1530,21,5,126,1816
1.0,0,0,0,0,1,0,1990.0,en,1530,1,0,1,53
5.0,0,0,0,0,1,0,1990.0,en,1530,45,0,0,362
4.0,0,0,0,0,1,0,1990.0,en,1530,3,0,0,49
4.0,0,0,0,0,0,1,1990.0,en,1530,14,0,0,162
5.0,0,0,0,1,0,1,1990.0,en,1530,2,0,0,556
4.0,0,0,0,0,1,0,1990.0,en,1530,26,2,45,2080
5.0,0,0,0,0,1,1,1990.0,en,1530,28,1,7,1594
5.0,0,0,0,0,1,0,1990.0,en,1530,6,0,1,107
3.0,1,0,0,0,1,0,1990.0,en,1530,1,1,2,150
5.0,0,0,0,0,1,0,1990.0,en,1530,3,0,0,97
4.0,0,0,0,1,0,1,1990.0,en,1530,2,0,0,190
3.0,0,0,0,0,1,1,1990.0,en,1530,6,0,0,195
4.0,0,0,1,1,0,0,1990.0,en,1530,41,0,27,1702
5.0,0,0,0,1,0,1,1990.0,en,1530,1,0,0,23
3.0,0,0,0,0,1,0,1990.0,en,1530,1,0,1,248
